Timestamp,Th_i,Tc_i,mdot_h,mdot_c,Th_o_true,Tc_o_true,Th_o_measured,Tc_o_measured
2026-01-01 00:00:00,79.24222924466693,19.903684160228707,1.5015411579329976,0.9915310504107888,53.0427094734254,59.579352651195435,53.07230126758175,59.50624952914715
2026-01-01 00:01:00,79.07023251477882,20.470527062000595,1.5230437705136883,1.0070108022499302,53.23044715324399,59.55166108595208,52.99469317089883,59.67344279581313
2026-01-01 00:02:00,80.24899092575825,20.714502711678815,1.495318523922028,1.0157067480277917,53.54125128949836,60.03350683145182,53.689094744569154,60.22935926019712
2026-01-01 00:03:00,80.71821263219182,19.625929297517338,1.473626605954684,0.9780130912327267,53.60074684895673,60.485320058711075,53.51950968424463,60.64727328778245
2026-01-01 00:04:00,79.87114263598507,19.606406179563205,1.4924498621313183,1.017070229712026,52.780987357463104,59.35852685857833,52.50407085836856,59.37928083634725
2026-01-01 00:05:00,79.66732897882756,19.631465041021695,1.4784031906160338,0.9946996517422256,52.83041705030475,59.51865727228177,52.886033463137515,59.261367929203765
2026-01-01 00:06:00,79.40482695067666,19.112466041818784,1.5174878017019424,0.9988808666311708,52.869503181243516,59.424610842560774,53.303014082382745,59.453035574408446
2026-01-01 00:07:00,80.16553344782926,19.76747162242757,1.4874705956829908,0.9851160745177668,53.420992470640286,60.15024409731725,53.49675480154701,60.06719993713848
2026-01-01 00:08:00,80.17551593334753,19.402174476360685,1.5112727228168459,0.9988956646329074,53.35276627643478,59.98347975445922,53.27436329167544,59.864259561353364
2026-01-01 00:09:00,79.36985390225219,19.765881363827038,1.4594346570893226,0.967278805234333,52.8990751010992,59.70511271418103,52.83438678938048,59.577436999556795
2026-01-01 00:10:00,80.00737934063704,20.543083034129733,1.4865206201990073,0.9838744528525908,53.68303037186402,60.31613277837235,53.82714730247592,60.34641009778615
2026-01-01 00:11:00,79.7473239972473,19.807500477555998,1.4959221517743817,0.9960278803450356,53.14853113202281,59.755903773018055,53.48541314829526,59.99505775277047
2026-01-01 00:12:00,80.19821496022796,19.86921172489162,1.4482829081122668,1.0044780827236426,52.707274490505924,59.50637245046243,52.62968431293683,59.52971656112413
2026-01-01 00:13:00,80.19213274423917,20.993599901329315,1.4835589432949368,0.9673596536128912,54.19380006365893,60.86507770690095,54.645117688647346,61.10224431990325
2026-01-01 00:14:00,80.21835103398953,19.840580707191013,1.4950279653168375,1.018246000822776,53.09236678434789,59.667994718333006,52.963926857548415,59.745941331560516
2026-01-01 00:15:00,79.81255884011777,20.330588656644256,1.485833715568719,1.000122836130673,53.235482518312956,59.81485462237123,53.1849040714392,60.113183273672654
2026-01-01 00:16:00,80.37235051684836,20.318174918690104,1.5032337304650392,0.9796014615976435,54.053402993738786,60.705547965840296,54.301829656227824,60.935609647103135
2026-01-01 00:17:00,79.57914851793561,20.496868296159665,1.4724627309679956,1.0075731997929251,52.9114108154794,59.46897463460435,53.0980646982174,59.55393594578012
2026-01-01 00:18:00,79.82493109835079,19.173725331069306,1.4938341850105175,0.9977555228560122,52.85928363019259,59.546547215905136,52.40077345469287,59.54477168454289
2026-01-01 00:19:00,79.58630987252913,20.313246636440482,1.4981773992327176,1.0004877399960177,53.24643670040473,59.7558116050927,53.368937146493536,59.449442160896325
