Timestamp,Th_i,Tc_i,mdot_h,mdot_c,U,Th_o_true,Tc_o_true,Th_o_measured,Tc_o_measured
2026-01-01 00:00:00,79.47595926464264,19.868620115920322,1.5329451896228765,0.9862777381576119,850,53.60661007823149,60.076659758042084,53.76449601200723,60.07711688606023
2026-01-01 00:01:00,79.62664258071737,20.77892837206944,1.5133151946149241,0.9486447298920508,850,54.4133195043333,61.000207968034715,54.69238103091855,60.76713825392589
2026-01-01 00:02:00,79.48967988176986,20.25324046688063,1.4612611966284998,0.9925289897316174,850,52.83118489151684,59.50148882313826,52.4906935328286,59.77943395667786
2026-01-01 00:03:00,80.47340670628023,20.698735853568156,1.524339460602192,1.0067779655194198,850,54.134234673456874,60.578273014979985,54.36137183194138,60.65401864654032
2026-01-01 00:04:00,79.59909602992322,20.355215434404762,1.4748986238923614,1.013718502567312,850,52.800975093563274,59.34484775525103,53.06826907446098,59.38525798252344
2026-01-01 00:05:00,79.95494686828587,19.822214792085266,1.477520082302179,0.9935888559691984,850,53.0801355810738,59.786504997618806,53.42816839022409,59.72549567995184
2026-01-01 00:06:00,80.27011855734585,19.394328624152237,1.4750960299368263,1.0091721317713054,850,52.80266037156892,59.54321625859314,52.8169236203431,60.18922277650719
2026-01-01 00:07:00,80.31187954419852,20.576581585645,1.5099807140294577,1.0104803678728387,850,53.76579294132996,60.244921592752945,53.83096420444063,60.37551435044815
2026-01-01 00:08:00,79.51358607679032,19.797858036678704,1.5426809508506152,0.9562205223636747,850,54.15558621682526,60.70819453410289,53.988781578965735,60.650125296158116
2026-01-01 00:09:00,79.9510174554431,20.701358175223625,1.499100375894433,0.9972424679195379,850,53.679178927865024,60.194384474328075,54.08046706734908,60.4197459826354
2026-01-01 00:10:00,79.42922167410217,19.810649226923537,1.4810761760301248,1.025581619357555,850,52.37010545376952,58.88760967739435,52.32825195659161,58.81597910828986
2026-01-01 00:11:00,80.0860748757529,20.100827037144793,1.5194360781954197,1.0429641611272282,850,53.0880301933456,59.43276638858481,52.670222922171014,59.33059977171861
2026-01-01 00:12:00,79.44900155221987,20.67056130765205,1.5153923876088535,0.9655429199198989,850,54.037604820487815,60.55303195843357,53.89970603088794,60.736838884998335
2026-01-01 00:13:00,80.0480774244305,19.489331017638467,1.4618876668406544,0.9934689339973084,850,52.78842713352467,59.601855122768114,52.746617918031994,59.402722250571685
2026-01-01 00:14:00,80.52563447232671,21.377071624215567,1.4788790593117367,0.9875254905308885,850,54.19528012535177,60.808367364303635,54.2483132312648,60.95979327825558
2026-01-01 00:15:00,80.32643043680852,20.22226582245264,1.5387838580474316,0.9996772137242328,850,54.11548855816627,60.568263223770046,54.182065093553895,60.647061732626895
2026-01-01 00:16:00,80.42143693659513,20.199466773858884,1.5186454364642792,0.9805095947418595,850,54.20063814288014,60.811100399949865,54.27562123965912,60.67404111724632
2026-01-01 00:17:00,79.00201377820343,21.25798389440906,1.4465720788581724,1.0353853621237035,850,52.24212572657525,58.64513297429998,52.390189648888935,58.34178160493141
2026-01-01 00:18:00,80.034240355282,19.557239781508663,1.531249311254153,0.9728821948836561,850,53.966593910548724,60.58591301083837,53.91280558597854,60.62572738642407
2026-01-01 00:19:00,79.91740322505164,20.31367330714456,1.5025299101714586,1.0292203856380446,850,53.076513540181395,59.497933675373474,53.09963704899626,59.62299785244154
2026-01-01 00:20:00,80.17838068667051,20.32285127715328,1.5074059078854538,0.9959521772896875,850,53.75689253330883,60.3126301497571,53.82882147546043,60.9555084700831
2026-01-01 00:21:00,78.80032541577151,19.04034939069558,1.5288310103225626,0.9920230327426613,850,52.732855695180305,59.213565892839426,52.43984806512752,59.31713559364165
2026-01-01 00:22:00,79.42728671335003,19.717663897092997,1.5171158663883986,0.9899944307548959,850,53.272641926405896,59.798320265804925,53.40343075878324,59.53792879895983
2026-01-01 00:23:00,79.9161194047398,19.721936093724146,1.462532015267634,1.0160147661574401,850,52.49989102401162,59.18702368920374,52.63677046058538,59.53510541751292
2026-01-01 00:24:00,79.0870193350302,20.65206310281005,1.527377888089569,1.0033143134869644,850,53.42176997238207,59.72310379450947,53.5302541652677,59.6811806828783
2026-01-01 00:25:00,79.45115343464433,19.858489098960252,1.5186109721042462,0.9942949704828882,850,53.303181662076604,59.79492447367468,53.185623001768704,60.0851459397035
2026-01-01 00:26:00,80.07856982845772,19.3939640151923,1.4795013323547919,0.9944463371712634,850,52.9691267994787,59.72641392381246,53.02872845031056,59.6063090763531
2026-01-01 00:27:00,79.88949106298575,19.616581902865832,1.4874888413570688,0.9896772527172684,850,53.132954703264616,59.83176231564631,53.265932693415245,59.89928042796041
2026-01-01 00:28:00,80.32438014218832,20.467751160609613,1.4929725444372526,0.999970811487342,850,53.669368065399006,60.26411395953875,53.79630797388855,60.417312879848794
2026-01-01 00:29:00,80.3169565415497,19.369307159782128,1.4619052243427617,0.986552037419578,850,52.98642342785223,59.86858913125563,53.149319222011854,59.8199392802959
2026-01-01 00:30:00,80.43663061755636,20.10113015832312,1.4461676966888533,0.9797565099891185,850,53.28378338892187,60.180037657100314,53.41322979480005,60.49136181455877
2026-01-01 00:31:00,80.42884250120271,20.34159725262241,1.4850272074988442,1.0246338887101265,850,53.21944971349434,59.77684240163484,53.34971977876761,59.88414034514244
2026-01-01 00:32:00,80.55510468642255,19.710684067913473,1.4812814533143044,1.0098866957278194,850,53.16911759267158,59.879898034478586,53.35705155985399,59.64332965649047
2026-01-01 00:33:00,80.17710802950788,20.995987745342674,1.512325547450755,1.010178719494571,850,53.90945077225335,60.32095903527663,53.86320365678282,59.93531650168047
2026-01-01 00:34:00,80.43387601990182,19.42279181449337,1.5237071725395945,0.9904910944960275,850,53.78159977726904,60.4229226597577,53.885355829635245,60.27885139453176
2026-01-01 00:35:00,79.95161332619102,20.308291016850635,1.5583524178131882,0.9686538524271109,850,54.618549317564415,61.06365625856391,54.643671052635945,61.27945446876353
2026-01-01 00:36:00,80.45833562765537,20.342337396378,1.5082217154416984,0.9607019625675675,850,54.45644577930499,61.16312931710538,54.412201478118924,61.32696791404854
2026-01-01 00:37:00,79.40298617211131,19.954685283315133,1.484398892034768,0.9952585933012046,850,52.8937955511234,59.492362678303465,53.25036650017055,59.50789667183074
2026-01-01 00:38:00,81.16330169525277,20.682659986656027,1.4943412606909594,0.9806190500610275,850,54.533804590976544,61.262695905695026,54.66106826804996,61.58276614137121
2026-01-01 00:39:00,79.89975159437826,20.140685480946622,1.4624588187027798,1.0124380380285354,850,52.731982698159676,59.384314932208035,53.13242356235215,59.63811568474492
2026-01-01 00:40:00,80.6151581143977,19.60712521519601,1.4930586086334992,1.0225660338698634,850,53.11918607375026,59.75426133966782,52.96388389607748,59.8638497632332
2026-01-01 00:41:00,80.30146486511902,20.667821398132357,1.5608423103321838,1.00435407281801,850,54.48482600852745,60.78883382642131,54.464713084490754,60.71555401636408
2026-01-01 00:42:00,80.70756279743308,19.80604484796416,1.4788117388527484,1.0037600588581106,850,53.35470950655456,60.104241793242366,53.48687272382691,60.16069130596665
2026-01-01 00:43:00,81.09882483334442,20.319203265686614,1.5259192333305693,0.9980986983346434,850,54.462347977829694,61.04174143732439,54.44532174621309,61.47100886237511
2026-01-01 00:44:00,80.45387575922194,19.723588566668486,1.4932669059722223,1.0106607651951904,850,53.25728317842322,59.906974579751704,53.16813612952818,59.99307337275292
2026-01-01 00:45:00,80.13213977967294,20.781411551559,1.4441978948427674,1.0185651098103903,850,52.83394943454335,59.48683023293542,53.26472040373777,59.23718128090236
2026-01-01 00:46:00,80.09436532674188,20.48884791432168,1.5337667294699477,0.9807355424622773,850,54.31624831499801,60.80309830003845,54.9846305765298,60.81319817748818
2026-01-01 00:47:00,80.01986386223268,19.788376853495745,1.5130553480923683,1.0153201708138597,850,53.221290328370316,59.72427704757426,52.83630825798105,59.713070484150236
2026-01-01 00:48:00,79.95143474537079,19.32280394157092,1.5452645345001412,1.0031381864333482,850,53.5384333595872,60.01019361843311,53.705229186205344,59.96408736081814
2026-01-01 00:49:00,79.93480239336145,20.351317059704495,1.5230383538623786,0.9881317535929942,850,53.93251609107141,60.42945358603065,54.03930532822107,60.51765249263358
2026-01-01 00:50:00,79.56779503521196,19.85509236472887,1.4610690031535516,1.0202167407333935,850,52.29269936506489,58.916200902364075,52.06592056463379,58.829957580276265
2026-01-01 00:51:00,80.83174320767678,19.967312999619644,1.5202708348537706,1.025491778917354,850,53.69409714501455,60.19832477740844,53.68172689867161,60.20729618662258
2026-01-01 00:52:00,80.80368829235249,20.678211142505038,1.4951269067881523,0.9847538364532985,850,54.278716345953725,60.95040688402676,54.21552376298484,61.00879875047946
2026-01-01 00:53:00,79.6972938756338,19.861352516075502,1.5128145657754117,1.0128057466373308,850,53.10748579030925,59.5781976329268,53.44132156882947,59.45076441115836
2026-01-01 00:54:00,79.00624594550054,19.468616996610685,1.5234113364180084,1.0196040697044293,850,52.579694996427634,58.95306835812417,52.71970653525291,58.76972064810733
2026-01-01 00:55:00,79.57485961418897,19.530290932419106,1.4990251062975928,0.9781224441182119,850,53.23130803320994,59.9031966421266,53.02270109776456,60.128544457903956
2026-01-01 00:56:00,79.79379260823126,20.121095481590523,1.4659662498254504,1.0075223186128188,850,52.77963532014603,59.42726480430483,52.975513924942724,58.94849858632711
2026-01-01 00:57:00,79.60237532916581,20.46790984291772,1.5050859856888652,1.0188411688545358,850,53.14758543415405,59.54832271050022,53.184224279585685,59.44311687058135
2026-01-01 00:58:00,79.62440585115526,20.62481883467124,1.5106661414619302,0.9918929364407179,850,53.67753010111621,60.14225588080781,53.810028677716545,60.044527805839245
2026-01-01 00:59:00,79.61329491095424,19.871740509837874,1.4342883979197278,0.9846808780262193,850,52.50379111935935,59.35950515454755,52.8215591190474,59.269432973049376
2026-01-01 01:00:00,80.27951732279277,20.002603293661814,1.4772340562543735,1.020815177373382,850,52.941495981661625,59.56378640580941,52.56454124789311,59.663015434192914
2026-01-01 01:01:00,80.29129058533658,19.473127679192213,1.541265537280035,0.9707549671467993,850,54.227402905736795,60.85470511904276,54.3728694540977,60.64449261985311
2026-01-01 01:02:00,79.98314508027353,20.03925536463927,1.482109032102184,1.0044493113249002,850,53.09111999427177,59.71961834772419,52.919625999229886,59.86429197538871
2026-01-01 01:03:00,80.61025974303922,19.872405688363397,1.4991856397526122,1.0203429705523814,850,53.34387010795196,59.93479742189254,53.13487744660961,59.64987328028626
2026-01-01 01:04:00,80.04508029824024,20.255387913393463,1.535584701554204,1.0213443851459516,850,53.62676745738783,59.9751510307956,53.34368623497059,59.462772524657375
2026-01-01 01:05:00,79.77519906523035,21.00491513703655,1.4739099626109398,1.0353161695940578,850,52.87959026410739,59.294383539722574,52.55045687897578,59.272104677853605
2026-01-01 01:06:00,79.8135725730463,19.68755277353683,1.5100152404604563,0.9934490209943805,850,53.34071110925376,59.92557548446884,53.12451307627502,59.8148163820458
2026-01-01 01:07:00,80.3466437379644,19.487506080868652,1.475717730791304,0.9497360364622554,850,53.795461406567625,60.74323297301359,53.73702720321613,60.86434747999165
2026-01-01 01:08:00,80.17629723444135,19.30372767867538,1.5069799163337396,1.0190118015788598,850,52.96481381340806,59.54581216249498,53.39609596438468,59.72565600581963
2026-01-01 01:09:00,79.575874078701,19.51006348455911,1.519603433385155,0.9966637662999247,850,53.197720841702804,59.72857406021065,53.300211926198806,59.59112081880943
2026-01-01 01:10:00,80.01694464818199,20.19208032867958,1.5247806718533026,0.9944510429373126,850,53.838096430849106,60.33181577032336,53.63451621187504,60.16150462989065
2026-01-01 01:11:00,80.25642417322149,20.31298237204208,1.5267694550024236,1.0185186019115156,850,53.705145607441594,60.113611471416185,53.541409778486354,60.328446948001655
2026-01-01 01:12:00,80.22966458955841,20.274107008322858,1.482967238601921,0.9924031129836751,850,53.51852546752953,60.18908077801771,53.7136483669402,60.1411348512459
2026-01-01 01:13:00,80.06957825592613,19.90996257079094,1.5078296713546642,0.982884164905777,850,53.711101930083046,60.34615445878996,54.00218054342122,60.59146318579792
2026-01-01 01:14:00,80.65240077945342,20.006778940227512,1.5212417964006317,1.0011884976790766,850,53.973261800256594,60.544021828274396,53.85798187990289,60.73594333941747
2026-01-01 01:15:00,80.89340069598272,20.26938599812346,1.5550693912833466,1.0005858441429316,850,54.63481477396785,61.07940091562021,54.60552073454603,61.131308577768834
2026-01-01 01:16:00,80.67601586291714,19.57597569432789,1.4857668597211633,0.9518803452711215,850,54.11067540070991,61.04116895316662,54.12701888207794,61.03891598258303
2026-01-01 01:17:00,79.54362970116887,19.876605845266095,0.757264788531415,0.9814202965238731,850,40.780739922935275,49.7860866607228,40.800290442437365,49.67196164460535
2026-01-01 01:18:00,80.05743706022498,20.41381410189277,0.7509258133077794,1.0164613827697722,850,40.64434884695428,49.53081335362441,40.85505498353995,49.426905997839555
2026-01-01 01:19:00,79.48131958788308,20.3646323784829,0.7444399866079383,0.9865316606689155,850,40.70761539407593,49.62339515473918,40.708251016343645,49.600627245115696
2026-01-01 01:20:00,80.06799697872621,20.946403764450007,0.7581448289720173,0.9949023371771082,850,41.47715526416002,50.35375964079638,41.185433287408856,50.034583509566275
2026-01-01 01:21:00,79.79117114068583,21.045228958882102,0.7766642979559688,1.0132369630815563,850,41.58906273003689,50.32782995969684,41.47220000428055,50.312027514227005
2026-01-01 01:22:00,79.06250022858288,19.65360696183321,0.7563133802533623,0.9830139076765115,850,40.421449373258795,49.38334278826615,40.46671406349184,49.581068516554424
2026-01-01 01:23:00,79.63365731876252,19.496455460461352,0.7472161536737444,1.0042529399118225,850,39.98860390079502,48.99442668847176,39.77574061909411,49.215319957340064
2026-01-01 01:24:00,79.78822425415814,19.575439594338736,0.7735952742896776,0.968305606943385,850,41.250075433642444,50.36420049135827,41.732520190298565,50.1388710716111
2026-01-01 01:25:00,80.68797315688533,19.32152218298945,0.7523400518744753,0.9976631878262034,850,40.45334487111035,49.66254578798522,40.89412641997129,49.403347310785215
2026-01-01 01:26:00,80.82475090284757,20.24683964859247,0.7443435630047831,0.9709267863779888,850,41.332519929749836,50.52284843313065,41.30821227411945,50.51626042684702
2026-01-01 01:27:00,79.54233800486924,20.080663110143167,0.7364560532994555,1.0097889470239714,850,40.01570763738566,48.90809906738417,40.008326474963226,48.55069526083612
2026-01-01 01:28:00,79.56660422141351,19.864149780070292,0.7275880725502661,0.9969936595733734,850,39.86206240329537,48.83981153633242,39.77267312972994,49.02611220080575
2026-01-01 01:29:00,80.22716334052433,19.15104707675113,0.755639355635379,1.0251020846885341,850,39.84974104838928,48.91468702907535,39.305028559573806,48.581361086475056
2026-01-01 01:30:00,79.88913230688338,20.44372106996143,0.7814895752220444,0.9933217380229103,850,41.63513540985916,50.53981042475954,41.54379788432121,50.529587998474966
2026-01-01 01:31:00,79.65671893628897,20.8374345778966,0.7622507287191522,0.9930462878995799,850,41.38263118644988,50.21617717415898,41.65315561182543,50.162958662861165
2026-01-01 01:32:00,80.58520112449763,20.541393388191473,0.7527283928182091,0.9636806829112056,850,41.74932717567757,50.87599021011347,41.683062229585886,50.986125590249195
2026-01-01 01:33:00,80.70045959468389,20.299955170369916,0.7817099803218004,0.9725922527223894,850,42.15929158862721,51.276981359157915,41.7559520378347,51.489586337661564
2026-01-01 01:34:00,79.96735876786714,20.45261807412031,0.757112177355221,0.9930039182569999,850,41.124853484674155,50.06794305743904,41.01391584143248,49.86462373511528
2026-01-01 01:35:00,80.78804409621351,20.02019358135239,0.740762613808905,0.9970848122275289,850,40.68420149477968,49.814476780643545,40.53054503833609,49.74762583129927
2026-01-01 01:36:00,80.412845773814,20.6595847089437,0.7623353518568142,0.9929428693777024,850,41.53449429173358,50.508574686866226,41.522482730898744,50.697939449323286
2026-01-01 01:37:00,80.9267551744976,20.129892443844508,0.7503655949012139,1.0127161957913282,850,40.793952068411066,49.86603649180343,40.739875712928516,49.46918979712594
2026-01-01 01:38:00,80.14370029141365,20.170123394522577,0.7493960505390711,1.0051851537529195,850,40.642834853336694,49.61921786398433,40.682807990862486,49.98978750007371
2026-01-01 01:39:00,80.12877272824787,19.501276040381278,0.7373721761872061,0.9862574755081599,850,40.20250600759392,49.35201878245324,40.43083601371877,49.44927395023411
