Timestamp,Th_i,Tc_i,mdot_h,mdot_h_outlet,mdot_c,U,Th_o_true,Tc_o_true,Th_o_measured,Tc_o_measured,energy_mismatch
2026-01-01 00:00:00,79.96738957347785,20.210794706869986,1.4852603503204298,1.4954562102791318,0.9953627604257379,850,53.0427094734254,59.57935265119544,53.184065438616926,59.418596856533306,0.0
2026-01-01 00:01:00,79.57972506798812,20.96389557983368,1.5020872926525117,1.5169810611841217,1.0057774751399733,850,53.23044715324399,59.55166108595208,53.32206959932996,59.00005652322052,48.455191142275
2026-01-01 00:02:00,80.49034172807627,19.283589091644252,1.4632282344986722,1.4482013071306756,1.0265869694280065,850,53.54125128949836,60.03350683145182,53.46107131583838,59.81928465126223,96.55229497040273
2026-01-01 00:03:00,79.71255157605516,20.410089121232804,1.501261996540228,1.498972321345184,1.0125829993100348,850,53.60074684895673,60.48532005871108,53.53544433394705,60.37364291702361,143.97631562306196
2026-01-01 00:04:00,80.51051378665098,19.90364551658162,1.4914211978245036,1.4879788263114464,0.9789042247544678,850,52.780987357463104,59.35852685857833,52.838758653914525,59.07831204426175,202.52524971673847
2026-01-01 00:05:00,80.34471432010874,19.714740173426915,1.4981689393249942,1.5082122186791351,0.9918858743581416,850,52.83041705030475,59.51865727228177,53.03910690617837,59.34742180289462,252.32811259353184
2026-01-01 00:06:00,80.76792962952165,19.64839881709857,1.4683071953818623,1.4617880727658765,1.0242985235375301,850,52.86950318124352,59.42461084256077,52.75038193302654,59.51060028583074,300.90146816679044
2026-01-01 00:07:00,80.41661347833168,20.226494121927526,1.548163324119286,1.5302142087169188,1.0062683248080562,850,53.420992470640286,60.15024409731725,53.47649761733293,60.028435326396746,358.16616608796176
2026-01-01 00:08:00,79.52659319224804,20.94586049137609,1.4855979681358114,1.4622490322191002,1.023762763094572,850,53.35276627643478,59.98347975445922,53.57312715528761,60.040113886080654,380.83331290763454
2026-01-01 00:09:00,80.48308596624189,19.571781439731136,1.5031142298952485,1.495720386930062,1.0277018543350687,850,52.8990751010992,59.70511271418103,52.77532409453376,59.3693858577173,456.8444274069916
2026-01-01 00:10:00,79.61209441612424,20.33453538933583,1.5142961265841401,1.495346791022975,0.9991858110535689,850,53.68303037186402,60.31613277837235,53.78356060186312,60.39994290739287,480.69994532282
2026-01-01 00:11:00,79.55669524636905,19.18604041681485,1.5522894718744462,1.5420305531566325,1.0152665610943032,850,53.14853113202281,59.755903773018055,53.315965389536245,59.57641077425003,552.05205165394
2026-01-01 00:12:00,79.40506602223365,20.19645093572872,1.487553835101821,1.4825234537898342,1.0121968238951822,850,52.70727449050592,59.50637245046243,52.68900936237066,59.59790828440824,583.45275707377
2026-01-01 00:13:00,80.40730290597115,20.38671031424703,1.494401637253536,1.4889473273206169,0.9625095748335789,850,54.19380006365893,60.86507770690095,54.40711616345821,60.84703767622944,623.4651265925204
2026-01-01 00:14:00,79.72940575579403,20.324805454022506,1.5259432639748478,1.5304880383409167,0.9818937534729829,850,53.09236678434789,59.667994718333006,53.328920580241764,59.599844687626344,696.6726944989059
2026-01-01 00:15:00,80.29368398431659,20.24052939158708,1.555251809238887,1.562319648496767,0.9884316534495996,850,53.23548251831296,59.81485462237123,52.951824852111976,59.91933965827818,772.8003697417735
2026-01-01 00:16:00,80.8433175357724,19.50711174532474,1.4971998847657835,1.485296639112392,0.9956097098201561,850,54.05340299373879,60.705547965840296,53.92023412289666,60.95174316930677,785.6832902441965
2026-01-01 00:17:00,79.17472332453279,20.359364046798703,1.473597184319458,1.4598897018438999,0.9660644709494923,850,52.9114108154794,59.46897463460435,52.62530986382859,59.227629578834275,805.4778954075882
2026-01-01 00:18:00,80.06046610777963,20.634927795539653,1.5055091038811643,1.4958494459125231,0.9879178924663157,850,52.85928363019259,59.546547215905136,52.96347790965092,59.6006873843551,902.4436552040279
2026-01-01 00:19:00,79.79316822024073,19.65877880843954,1.4900339082289529,1.4804109797318203,1.028582083024741,850,53.24643670040473,59.7558116050927,52.95988337458549,59.86032993799301,920.1046616468229
2026-01-01 00:20:00,79.22983467470166,20.198154871799634,1.4901056630764,1.5047171755342694,0.997571444465141,850,53.26723715602475,59.81225017813932,52.77722893610928,59.86939164284971,947.2652867493453
2026-01-01 00:21:00,79.73342355161115,20.051959654094482,1.4619400254792334,1.4375626911676511,0.984716694533048,850,53.95053919512878,60.372224078276126,54.00295354516859,60.44244107765439,969.0736230330949
2026-01-01 00:22:00,80.44644222363738,20.230881282606866,1.477298160796051,1.4646200624460612,1.035811609066057,850,52.22080570158069,58.65243749971062,52.2196721415328,58.647678133493194,1123.080801785778
2026-01-01 00:23:00,79.29163334854755,19.89590233762021,1.4887202297679525,1.4771112036046723,1.0212981569497728,850,52.81894660749072,59.41347935816208,53.20621219111432,59.30062190783569,1109.7249931862461
2026-01-01 00:24:00,79.94176114764555,19.48903277450949,1.5137580542271196,1.5025582966538,1.0220751558353367,850,52.60025900838147,59.17254049442451,52.78241309210398,58.8323093846272,1216.092193025921
2026-01-01 00:25:00,79.5519386815983,19.854038035841405,1.5916780045025787,1.5706363081186603,1.0209524599318724,850,53.4410548024953,59.88560481597791,53.42104498961516,59.75454676630175,1272.0178849255026
2026-01-01 00:26:00,80.09190261387457,19.891982635655175,1.4798973091164989,1.454599047655554,0.9878711227984018,850,53.46181263242728,59.905010482898746,53.33592590646456,59.96585213035314,1254.451812164014
2026-01-01 00:27:00,80.05563360984506,19.675417783935867,1.536373961102472,1.5300590562997753,1.0083185760261733,850,54.11046417364527,60.745943621918734,54.08580077900151,60.67559281270836,1317.6304850547458
2026-01-01 00:28:00,79.64265647146225,20.30731956685157,1.5038323991051394,1.4734571479439362,1.0120773218154333,850,53.04916656882132,59.437208604087886,53.13518090312322,59.552493369620315,1370.9108812498744
2026-01-01 00:29:00,80.65446115734603,20.2774794445942,1.5042284063517692,1.489671493425141,1.0021871263377786,850,53.86971752494979,60.38476589981843,53.802683632775256,60.057328409884924,1430.4599351858487
2026-01-01 00:30:00,80.64821957025306,19.610514491611223,1.538040393080926,1.5106649433344241,1.03147721028433,850,52.570148343348,59.1709497225016,52.65820749726632,59.23704286578299,1586.1077541846898
2026-01-01 00:31:00,79.58564559869684,20.31034739712009,1.5128169812133623,1.4776589839427694,1.0054556894219777,850,52.71973215054085,59.286057235468434,52.46897744428768,59.00454930233365,1542.5033529425855
2026-01-01 00:32:00,79.61849190120166,20.564308346496585,1.487745751233801,1.4849819984196369,0.9983007265810463,850,53.20236550484295,59.837267966758624,52.84344435841086,60.18575096419489,1539.657960498822
2026-01-01 00:33:00,79.67909959621097,20.013769035051855,1.4383605211342974,1.4279738108733429,1.0068451017374254,850,52.86863348274397,59.521126032847846,52.6436552924172,59.48031310286803,1557.9821572270885
2026-01-01 00:34:00,78.94956374569786,20.45562179646273,1.5049841133584874,1.4840079793621435,1.0354676912249923,850,52.85976691060664,59.28719077144972,52.82668764032204,59.09574591252077,1634.3984833478462
2026-01-01 00:35:00,79.49471874436833,19.47461949000221,1.4974225095368399,1.4887284768136217,0.9728829808426424,850,53.60469943548033,60.5361918934106,53.83077347215105,60.19512272044652,1661.1972242548945
2026-01-01 00:36:00,79.51668813358391,20.30844980159146,1.4702040772086535,1.4669077150010392,0.9849804205376735,850,52.77687542826811,59.43299259893526,52.95769094083631,59.378503290558704,1732.666207727918
2026-01-01 00:37:00,79.79528641727282,19.315126130115654,1.5047182266690207,1.4944011869033713,0.9755237664084115,850,53.04978444472117,59.25194544288982,52.93947784841732,59.20975083541036,1822.9891333697014
2026-01-01 00:38:00,79.56406033513908,20.37502954424331,1.4842202447762303,1.4663856012794214,1.017814563840415,850,53.24959052711228,59.70334068229334,53.46017801114235,59.59722279453179,1816.9919059065578
2026-01-01 00:39:00,79.79425397867861,20.041303757608915,1.5045964990308243,1.511393940994321,0.9856566337684205,850,53.05360355850905,59.3088999536996,53.01676541714263,58.93420591716671,1921.025108703674
2026-01-01 00:40:00,79.8368195134738,19.472197301749226,1.529601965549145,1.5014727640628025,1.0236885069117465,850,52.86296290265464,59.43226434541214,52.845026091137484,59.45583076793291,2020.495510098146
2026-01-01 00:41:00,79.4467897733037,19.92883648032244,1.5067780625408178,1.506777421155697,1.034213376058528,850,54.111739615271816,60.71472144033496,53.96900338203885,60.94848949552749,1916.1580790185544
2026-01-01 00:42:00,79.53266053218506,20.2507686579544,1.42711808540222,1.4016703858023118,1.0180232317579123,850,53.89223642689909,60.439474440321455,53.78637753988778,60.317721297325676,1881.5286055393226
2026-01-01 00:43:00,80.18571091480423,19.5739601329692,1.4978926103099044,1.4810928430285564,0.9909171894617653,850,54.77478038705012,61.495137283507184,54.732450621176234,61.28939454530971,2003.7619412492204
2026-01-01 00:44:00,80.41359226965587,18.925203305974392,1.5533353294926344,1.5492571453591197,1.0197288482047615,850,53.108653681024535,59.46167082630463,53.10016539602257,59.334289943892074,2284.733352190902
2026-01-01 00:45:00,79.87805381906648,19.688797498717932,1.5771533211519508,1.55793105737094,0.9945492568674811,850,52.72329066540564,59.18897384678301,52.54839601909497,59.04752731019178,2359.4396241200448
2026-01-01 00:46:00,80.1219574334755,19.740029459439494,1.4892407709588305,1.4498463944656208,0.9877234256843376,850,53.98573021567671,60.492516215240045,53.831407712647575,60.73241905735091,2192.0076575657877
2026-01-01 00:47:00,79.86733119207813,20.583026755027607,1.473075836640917,1.4390139882522952,0.9878478659141527,850,53.51831620866584,60.20510957651139,53.4814103962342,60.22375959480667,2233.3858944358362
